compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
Rh2 S3,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,Trivial
Ru1 S2,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
S1 Sn1,Aem 2,39,"4d,2c,4d,2c,2c,4d,4d,4d,4d,2c,4d","['Al', 'O', 'P']",36,cifs_linked/mp-675254.cif,Trivial
S1 Sn1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
S1 Sn1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
S1 Sn1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,Trivial
S1 Sr1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,Trivial
S1 Sr1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
S1 Tl1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,Trivial
S1 Tl1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
S1 Tl2,R 3,146,"3b,1a,1a","['Ag', 'I', 'S']",5,cifs_linked/mp-22995.cif,Trivial
S1 Zn1,R 3 m,160,"3b,1a,3b,1a,3b,3b,1a,1a,3b,3b,3b,3b,3b,3b,3b,3b,1a","['Ag', 'O', 'Sb']",41,cifs_linked/mp-766328.cif,Trivial
S1 Zn1,P 3 m 1,156,"3d,3d,1c,1b,1a,3d,3d,1c,3d","['Ag', 'Cl', 'F', 'Mo', 'O']",19,cifs_linked/mp-553919.cif,Trivial
S1 Zn1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
S1 Zn1,P 6 3 mc,186,"2b,2b","['Ag', 'H']",4,cifs_linked/mp-1096804.cif,Trivial
S1 Zn1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,Trivial
S1 Zr1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,Trivial
S2 Si1,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,Trivial
S2 Si1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P7 Pb1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
Pb1 S1,Aem 2,39,"4d,2c,4d,2c,2c,4d,4d,4d,4d,2c,4d","['Al', 'O', 'P']",36,cifs_linked/mp-675254.cif,Trivial
Pb1 S1,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
Pb1 S1,Cmc 2 1,36,"4b,4b,4b,4b,4b,4b,4b,2a,4b,4b,2a,2a,2a,4b,4b,2a,2a,4b,4b,4b","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568386.cif,Trivial
Pb1 S1,Pm -3 m,221,"1a,1b,3c","['Ac', 'Al', 'O']",5,cifs_linked/mp-1183115.cif,Trivial
Pb1 S1,R 3 m,160,"3b,1a,3b,1a,3b,3b,1a,1a,3b,3b,3b,3b,3b,3b,3b,3b,1a","['Ag', 'O', 'Sb']",41,cifs_linked/mp-766328.cif,Trivial
Pb1 S1,P -6 m 2,187,"1a,3j,3j,6l,6l,3j,3j,6n,2i,12o,6n,6n,12o,6n,6n,6n,6n,12o,6n,2g,12o,3k,3k,6m,1f,6m,3k,3k","['Ac', 'Mg']",150,cifs_linked/mp-1184231.cif,Trivial
Pb1 S1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
Pb1 S1,Pma 2,28,"2c,4d,4d,4d,2c,2c,2a","['B', 'H', 'N']",20,cifs_linked/mp-1190290.cif,Trivial
Pb1 S1,Amm 2,38,"4f,1b,1a,2c,2d,2e","['Ag', 'Cl', 'P', 'S']",12,cifs_linked/mp-559847.cif,Trivial
Pb1 S1,P 6 3 mc,186,"2b,2b","['Ag', 'H']",4,cifs_linked/mp-1096804.cif,Trivial
Pb1 S1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
Pb1 S1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
Pb1 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
Pd1 S1,P 4 2 / m,84,"2f,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,2a,4j,4j,4j,8k,4j,4j","['As', 'C', 'H', 'I']",200,cifs_linked/mp-707477.cif,Trivial
Pd1 S2,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
Pd4 S1,P -42 1 c,114,"4d,8e,8e,8e,2a,8e,8e","['Ag', 'H', 'N', 'O', 'S']",46,cifs_linked/mp-723002.cif,Trivial
Pt1 S1,P 4 2 / m,84,"2f,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,8k,2a,4j,4j,4j,8k,4j,4j","['As', 'C', 'H', 'I']",200,cifs_linked/mp-707477.cif,Trivial
Pt1 S1,P 4 2 / mmc,131,"2c,2b,2a,2d,8n,8o,8p,8q","['Ba', 'Eu', 'O', 'Zr']",40,cifs_linked/mp-1520816.cif,Trivial
Pt1 S2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,Trivial
Pt1 U1,P 2 1,4,"2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a","['Ag', 'B', 'O']",92,cifs_linked/mp-1247866.cif,Trivial
Pt1 U1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
Ra1 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
Rb2 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
Rb2 S1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
P2 Sr1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P2 Th1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
P2 Zn1,P 4 3 2 1 2,96,"8b,4a,8b","['Ag', 'Hg', 'O']",20,cifs_linked/mp-29816.cif,Trivial
P2 Zn1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P2 Zn1,P 4 1 2 1 2,92,"4a,4a,8b,8b,4a","['As', 'O']",28,cifs_linked/mp-555434.cif,Trivial
P2 Zn3,P 4 2 / nmc,137,"8g,8g,16h,8g","['As', 'C', 'F']",40,cifs_linked/mp-27274.cif,Trivial
P3 Pd7,R 3,146,"3b,1a,1a","['Ag', 'I', 'S']",5,cifs_linked/mp-22995.cif,Trivial
P3 Re1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
P3 Rh1,Im -3,204,"4c,12g,12g,3b,24h,6e,1a","['Al', 'C', 'H', 'O']",62,cifs_linked/mp-1199608.cif,Trivial
P3 Ru1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
P3 Sr1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
P3 Tc1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
P4 Re1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
P4 Ru1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
P4 Ru1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P4 S10,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
P4 Se4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P4 Se5,Pna 2 1,33,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'C', 'Cl', 'H', 'N']",96,cifs_linked/mp-567645.cif,Trivial
P4 Sr3,Fdd 2,43,"2a,2a,2a,2a,2a","['Ag', 'O']",10,cifs_linked/mp-546190.cif,Trivial
P4 Tc1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
P4 Th3,I -43 d,220,"24e,6a,8c,24e,8c,6b","['Ag', 'Cl', 'P', 'S']",76,cifs_linked/mp-560328.cif,Trivial
P4 Zn1,P 4 1 2 1 2,92,"4a,4a,8b,8b,4a","['As', 'O']",28,cifs_linked/mp-555434.cif,Trivial
P5 Re2,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
P5 Tl1,Pmc 2 1,26,"2a,2b,2b,2a,2a,2b,2a,2b,2a,2b,2a,2a,2a,2b,2a,2a,2b,2a","['Ag', 'C', 'O']",36,cifs_linked/mp-676581.cif,Trivial
P6 Rb4,Fmmm,69,"2f,2h,2i,4n,2g,8p,4m","['Ba', 'Ca', 'O', 'Pd']",24,cifs_linked/mp-17380.cif,Trivial
O7 Tc2,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
O7 Ti4,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
O8 Si4,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O9 Te4,R -3,148,"2c,3d,1a,6f","['Ag', 'H', 'I', 'O']",12,cifs_linked/mp-555477.cif,Trivial
O9 Ti5,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
O9 Ti5,P 1,1,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'Br', 'I', 'S']",25,cifs_linked/mp-1229151.cif,Trivial
Os1 P2,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,Trivial
Os1 P4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
Os1 P4,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
Os1 S2,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
P1 Pd6,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P1 Sc1,F -43 m,216,"1a,1c,1d","['Ac', 'F', 'O']",3,cifs_linked/mp-36526.cif,Trivial
P1 Sc1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
P1 Si1,Cmc 2 1,36,"4b,4b,4b,4b,4b,4b,4b,2a,4b,4b,2a,2a,2a,4b,4b,2a,2a,4b,4b,4b","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568386.cif,Trivial
P1 Sr1,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
P1 Ta1,I 4 1 md,109,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Al', 'Ni', 'O']",14,cifs_linked/mp-1285355.cif,Trivial
P1 Tc3,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,Trivial
P1 Zr3,P 4 2 / n,86,"2a,2b,8g,8g,8g","['Ag', 'O', 'Sb']",28,cifs_linked/mp-1215022.cif,Trivial
P2 Pd1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
P2 Pt1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
P2 Rh1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P2 Ru1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,Trivial
P2 Se5,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
P2 Si1,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,Trivial
P2 Si1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O3 Te1,R -3 c,167,"4c,6e","['Ac', 'S']",10,cifs_linked/mp-977351.cif,Trivial
O3 Ti2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
O3 Tl2,I 2 1 3,199,"2b,2c,2a,4d,4d,4d,2b,2c,2a","['Ba', 'Br', 'Fe', 'O']",24,cifs_linked/mp-556428.cif,Trivial
O3 Tl2,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,Trivial
O3 Tl4,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
O3 Xe1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
O3 Xe1,R 3 c,161,"6b,2a,6b","['Ag', 'As', 'S']",14,cifs_linked/mp-4431.cif,Trivial
O4 Os1,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
O4 Os1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
O4 Pb3,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,Trivial
O4 Pb3,P 4 2 / mbc,135,"4c,16i,4b,8f,8h","['Al', 'F', 'H', 'N']",40,cifs_linked/mp-696815.cif,Trivial
O4 Ru1,P -43 n,218,"6d,2a,8e","['Ag', 'O', 'P']",16,cifs_linked/mp-4198.cif,Trivial
O4 Ru1,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
O4 Sb2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
O4 Sb2,Pna 2 1,33,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'C', 'Cl', 'H', 'N']",96,cifs_linked/mp-567645.cif,Trivial
O4 Sb2,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
O5 Sb2,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
O5 Se2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
O5 Ta2,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
O5 Ta2,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
O5 Ta2,Pmna,53,"4g,8i,4h,4e","['Ag', 'I', 'Se']",20,cifs_linked/mp-569052.cif,Trivial
O5 Te2,P 2 1,4,"2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a","['Ag', 'B', 'O']",92,cifs_linked/mp-1247866.cif,Trivial
O5 Ti3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
O5 Ti3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O6 Sb4,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
O2 Zr1,P 4 2 / nmc,137,"8g,8g,16h,8g","['As', 'C', 'F']",40,cifs_linked/mp-27274.cif,Trivial
O2 Zr1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
O2 Zr1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,Trivial
O2 Zr1,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,Trivial
O2 Zr1,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
O2 Zr1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
O2 Zr1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O2 Zr1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
O3 Pb2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
O3 Pb2,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
O3 Pr2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,Trivial
O3 Pu2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,Trivial
O3 Rh2,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
O3 Rh2,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,Trivial
O3 Rh2,R -3 c,167,"4c,6e","['Ac', 'S']",10,cifs_linked/mp-977351.cif,Trivial
O3 Sb2,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
O3 Sb2,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
O3 Sb2,Pccn,56,"4e,4e,2c,2b,4e,4e","['As', 'O']",20,cifs_linked/mp-1106211.cif,Trivial
O3 Sb2,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
O3 Sc2,I 2 1 3,199,"2b,2c,2a,4d,4d,4d,2b,2c,2a","['Ba', 'Br', 'Fe', 'O']",24,cifs_linked/mp-556428.cif,Trivial
O3 Sc2,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,Trivial
O3 Sc2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O3 Sc2,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,Trivial
O3 Si2,R 3 m,160,"3b,1a,3b,1a,3b,3b,1a,1a,3b,3b,3b,3b,3b,3b,3b,3b,1a","['Ag', 'O', 'Sb']",41,cifs_linked/mp-766328.cif,Trivial
O3 Ta2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O2 Te1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
O2 Te1,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
O2 Te1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
O2 Te1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
O2 Te1,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,Trivial
O2 Te1,P 4 3 2 1 2,96,"8b,4a,8b","['Ag', 'Hg', 'O']",20,cifs_linked/mp-29816.cif,Trivial
O2 Te1,P 4 1 2 1 2,92,"4a,4a,8b,8b,4a","['As', 'O']",28,cifs_linked/mp-555434.cif,Trivial
O2 Th1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
O2 Th1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O2 Ti1,P 3 1 21,152,"3a,6c,6c,3b","['Ag', 'C', 'N']",18,cifs_linked/mp-1182983.cif,Trivial
